smiles,ccdid,description,sm_check,rd_smiles,res_smiles
c1ccc(cc1)CC(C(=O)O)NC(=O)Cn2c3ccc(cc3c4c2CC(CC4)C(=O)O)Br,2VD,"(2r)-6-bromo-9-(2-{[(1r)-1-carboxy-2-phenylethyl]amino}-2-oxoethyl)-2,3,4,9-tetrahydro-1h-carbazole-2-carboxylic acid",True,O=C(Cn1c2c(c3cc(Br)ccc31)CCC(C(=O)O)C2)NC(Cc1ccccc1)C(=O)O,O=CC(Cc1ccccc1)NC(=O)Cn1c2c(c3cc(Br)ccc31)CCC(C(=O)O)C2
c1cc2c(cc1Br)c3c(n2CC(=O)NCC(=O)O)CC(CC3)C(=O)O,2VE,"(2r)-6-bromo-9-{2-[(carboxymethyl)amino]-2-oxoethyl}-2,3,4,9-tetrahydro-1h-carbazole-2-carboxylic acid",True,O=C(O)CNC(=O)Cn1c2c(c3cc(Br)ccc31)CCC(C(=O)O)C2,O=CCNC(=O)Cn1c2c(c3cc(Br)ccc31)CCC(C(=O)O)C2
C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N,2WP,s-ribosylhomocysteine,True,NC(CCSCC1OC(O)C(O)C1O)C(=O)O,NC(C=O)CCSCC1OC(O)C(O)C1O
c1ccc(cc1)C(c2ccccc2)(c3ccc(cc3)Cl)SCC(C(=O)O)N,2XA,(2r)-2-amino-3-[(4-chlorophenyl)-diphenyl-methyl]sulfanyl-propanoic acid,True,NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(Cl)cc1)C(=O)O,NC(C=O)CSC(c1ccccc1)(c1ccccc1)c1ccc(Cl)cc1
c1cc(ccc1CCN)S(=O)(=O)OCC(C(=O)O)N,2ZC,o-{[4-(2-aminoethyl)phenyl]sulfonyl}-l-serine,True,NCCc1ccc(S(=O)(=O)OCC(N)C(=O)O)cc1,NCCc1ccc(S(=O)(=O)OCC(N)C=O)cc1
C(=C(C(=O)O)N)[SeH],30F,(2z)-2-amino-3-selanylprop-2-enoic acid,True,NC(=C[SeH])C(=O)O,NC(C=O)=C[SeH]
c1ccc(c(c1)C(=O)N)[Se]SCC(C(=O)O)N,30V,s-[(2-carbamoylphenyl)selanyl]-l-cysteine,True,NC(=O)c1ccccc1[Se]SCC(N)C(=O)O,NC(=O)c1ccccc1[Se]SCC(N)C=O
c1c[se]c2c1[nH]cc2CC(C(=O)O)N,32S,"(s)-2-amino-3-(4h-selenolo[3,2-b]-pyrrol-6-yl)-propionic acid",True,NC(Cc1c[nH]c2cc[se]c12)C(=O)O,NC(C=O)Cc1c[nH]c2cc[se]c12
c1csc2c1[nH]cc2CC(C(=O)O)N,32T,"(s)-2-amino-3-(4h-thieno[3,2-b]-pyrrol-6-yl)-propionic acid",True,NC(Cc1c[nH]c2ccsc12)C(=O)O,NC(C=O)Cc1c[nH]c2ccsc12
c1cc(cc(c1)I)CC(C(=O)O)N,33S,3-iodo-l-phenylalanine,True,NC(Cc1cccc(I)c1)C(=O)O,NC(C=O)Cc1cccc(I)c1
c1cc(sc1CC(C(=O)O)N)Br,33W,3-(5-bromothiophen-2-yl)-l-alanine,True,NC(Cc1ccc(Br)s1)C(=O)O,NC(C=O)Cc1ccc(Br)s1
CC(C(=O)O)NC,33X,n-methyl-d-alanine,True,CNC(C)C(=O)O,CNC(C)C=O
CC(CN1CCN(CC1)CCOC)C(C(=O)O)NC,34E,(3r)-4-[4-(2-methoxyethyl)piperazin-1-yl]-n-methyl-l-valine,True,CNC(C(=O)O)C(C)CN1CCN(CCOC)CC1,CNC(C=O)C(C)CN1CCN(CCOC)CC1
c1cc(ccc1C(NC(CCC(=O)O)C(=O)O)O)NS(c2ccc3c(c2)c(nc(n3)N)O)(O)O,354,n-[(s)-(4-{[(2-amino-4-hydroxyquinazolin-6-yl)(dihydroxy)-lambda~4~-sulfanyl]amino}phenyl)(hydroxy)methyl]-l-glutamic acid,True,Nc1nc(O)c2cc(S(O)(O)Nc3ccc(C(O)NC(CCC(=O)O)C(=O)O)cc3)ccc2n1,Nc1nc(O)c2cc(S(O)(O)Nc3ccc(C(O)NC(C=O)CCC(=O)O)cc3)ccc2n1
C(C(C(=O)O)N)NC(=O)c1[nH]nnn1,35Y,3-[(1h-tetrazol-5-ylcarbonyl)amino]-l-alanine,True,NC(CNC(=O)c1nnn[nH]1)C(=O)O,NC(C=O)CNC(=O)c1nnn[nH]1
c1cc(cc(c1)Cl)CNc2c3c(ncn2)n(cn3)C4C(C(C(O4)CSCCC(C(=O)O)N)O)O,36A,"(s)-2-amino-4-(((2s,3s,4r,5r)-5-(6-(3-chlorobenzylamino)-9h-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methylthio)butanoic acid",True,NC(CCSCC1OC(n2cnc3c(NCc4cccc(Cl)c4)ncnc32)C(O)C1O)C(=O)O,NC(C=O)CCSCC1OC(n2cnc3c(NCc4cccc(Cl)c4)ncnc32)C(O)C1O
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CC(CCC(C(=O)O)N)CNC(=N)N)O)O)N,37H,"(5s)-5-{[(2r,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}-n~6~-carbamimidoyl-l-lysine",True,N=C(N)NCC(CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,N=C(N)NCC(CCC(N)C=O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CC1CCNC(C1)C(=O)O,3A0,"(2s,4s)-4-methylpiperidine-2-carboxylic acid",True,CC1CCNC(C(=O)O)C1,CC1CCNC(C=O)C1
c1c(ncn1c2[nH]nc(n2)N)CC(C(=O)O)N,3AH,"[histidin-1-yl-4h-[1,2,4]triazol-5-yl]-amine",True,Nc1n[nH]c(-n2cnc(CC(N)C(=O)O)c2)n1,Nc1n[nH]c(-n2cnc(CC(N)C=O)c2)n1
CCCNC(=[NH2+])NCCCC(C(=O)O)N,3AR,n-omega-propyl-l-arginine,True,CCCNC(=N)NCCCC(N)C(=O)O,CCCNC(=N)NCCCC(N)C=O
CN1CCCC1C(=O)O,3BY,1-methyl-l-proline,True,CN1CCCC1C(=O)O,CN1CCCC1C=O
c1cc(cc(c1)C#N)CC(C(=O)O)N,3CF,3-cyano-l-phenylalanine,True,N#Cc1cccc(CC(N)C(=O)O)c1,N#Cc1cccc(CC(N)C=O)c1
c1cc(c(cc1CC(C(=O)O)N)Cl)O,3CT,3-chloro-l-tyrosine,True,NC(Cc1ccc(O)c(Cl)c1)C(=O)O,NC(C=O)Cc1ccc(O)c(Cl)c1
c1cc(c(c(c1)O)N)C(=O)CC(C(=O)O)N,3DJ,(2s)-2-amino-4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid,True,Nc1c(O)cccc1C(=O)CC(N)C(=O)O,Nc1c(O)cccc1C(=O)CC(N)C=O
c1ccc(cc1)CC(NC(=O)OCc2ccccc2)P(=O)(CC(Cc3cc(no3)c4ccccc4)C(=O)NC(Cc5ccc(cc5)O)C(=O)O)O,3EF,"n-{(2s)-3-[(s)-[(1r)-1-{[(benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]-2-[(3-phenyl-1,2-oxazol-5-yl)methyl]propanoyl}-l-tyrosine",True,O=C(NC(Cc1ccccc1)P(=O)(O)CC(Cc1cc(-c2ccccc2)no1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,O=CC(Cc1ccc(O)cc1)NC(=O)C(Cc1cc(-c2ccccc2)no1)CP(=O)(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1
C(C(C(=O)O)N)C(F)(F)F,3EG,"(2s)-2-amino-4,4,4-trifluorobutanoic acid",True,NC(CC(F)(F)F)C(=O)O,NC(C=O)CC(F)(F)F
c1c(cc(cc1O)O)C(C(=O)O)N,3FG,"(2s)-amino(3,5-dihydroxyphenyl)ethanoic acid",True,NC(C(=O)O)c1cc(O)cc(O)c1,NC(C=O)c1cc(O)cc(O)c1
CC(C)(C(C(=O)O)NC=C(CO)C=O)S(=O)O,3GE,n-[(1e)-2-formyl-3-hydroxyprop-1-en-1-yl]-3-[(s)-sulfino]-d-valine,True,CC(C)(C(NC=C(C=O)CO)C(=O)O)S(=O)O,CC(C)(C(C=O)NC=C(C=O)CO)S(=O)O
C(C(C(=O)O)N)C(C(=O)O)O,3GL,"(2s,4s)-2-amino-4-hydroxy-pentanedioic acid",True,NC(CC(O)C(=O)O)C(=O)O,NC(C=O)CC(O)C(=O)O
c1csc(c1CN2C(=O)c3cscc3N(C2=O)CC(C(=O)O)N)C(=O)O,3HU,"(s)-1-(2'-amino-2'-carboxyethyl)-3-[(2-carboxythien-3-yl)methyl]thieno[3,4-d]pyrimidin-2,4-dione",True,NC(Cn1c(=O)n(Cc2ccsc2C(=O)O)c(=O)c2cscc21)C(=O)O,NC(C=O)Cn1c(=O)n(Cc2ccsc2C(=O)O)c(=O)c2cscc21
C(CC(=O)O)C(C(=O)O)NS(=O)(=O)N,3K0,n-sulfamoyl-l-glutamic acid,True,NS(=O)(=O)NC(CCC(=O)O)C(=O)O,NS(=O)(=O)NC(C=O)CCC(=O)O
CC(C(C(=O)O)N)C(=O)O,3MD,"2s,3s-3-methylaspartic acid",True,CC(C(=O)O)C(N)C(=O)O,CC(C(=O)O)C(N)C=O
CC(C)(C)OCC(C(=O)O)N,3PM,o-tert-butyl-d-serine,True,CC(C)(C)OCC(N)C(=O)O,CC(C)(C)OCC(N)C=O
CC(C)OC1CCNC1C(=O)O,3PX,(3s)-3-(propan-2-yloxy)-l-proline,True,CC(C)OC1CCNC1C(=O)O,CC(C)OC1CCNC1C=O
Cc1ccc(c(c1O)C=NCCCCC(C(=O)O)N)COP(=O)(O)O,3QN,(e)-n~6~-{2-hydroxy-3-methyl-6-[(phosphonooxy)methyl]benzylidene}-l-lysine,True,Cc1ccc(COP(=O)(O)O)c(C=NCCCCC(N)C(=O)O)c1O,Cc1ccc(COP(=O)(O)O)c(C=NCCCCC(N)C=O)c1O
C1C(N2C(S1)CSC2CS)C(=O)O,3R9,"(3s,5s,7ar)-5-(sulfanylmethyl)tetrahydro[1,3]thiazolo[4,3-b][1,3]thiazole-3-carboxylic acid",True,O=C(O)C1CSC2CSC(CS)N21,O=CC1CSC2CSC(CS)N12
c1ccc(c(c1)C(=O)O)NCC(=O)O,3RG,2-[(carboxymethyl)amino]benzoic acid,True,O=C(O)CNc1ccccc1C(=O)O,O=CCNc1ccccc1C(=O)O
CON=C(c1ccco1)C(=O)NC(C2N=C(C(CS2)COC(=O)N)C(=O)O)C(=O)O,3S0,"(2r,5s)-5-[(carbamoyloxy)methyl]-2-[(r)-carboxy{[(2z)-2-(furan-2-yl)-2-(methoxyimino)acetyl]amino}methyl]-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",True,CON=C(C(=O)NC(C(=O)O)C1N=C(C(=O)O)C(COC(N)=O)CS1)c1ccco1,CON=C(C(=O)NC(C=O)C1N=C(C(=O)O)C(COC(N)=O)CS1)c1ccco1
c1cc(c2c(c1)sc3c2C(=O)NC(=N3)N)CNc4ccc5c(c4)CN(C5=O)C(CCC(=O)O)C(=O)O,3TU,"(2s)-2-(5-{[(2-amino-4-oxo-3,4-dihydro[1]benzothieno[2,3-d]pyrimidin-5-yl)methyl]amino}-1-oxo-1,3-dihydro-2h-isoindol-2-yl)pentanedioic acid",True,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN(C(CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN(C(C=O)CCC(=O)O)C5=O)c3c2c(=O)[nH]1
c1ccc(cc1)CNN=C2C=C(C(=O)C=C2O)CC(C(=O)O)N,3TY,"3-[(3e)-3-(benzylhydrazono)-4-hydroxy-6-oxocyclohexa-1,4-dien-1-yl]-l-alanine",True,NC(CC1=CC(=NNCc2ccccc2)C(O)=CC1=O)C(=O)O,NC(C=O)CC1=CC(=NNCc2ccccc2)C(O)=CC1=O
c1cc(c2c(c1)sc3c2C(=O)NC(=N3)N)CNc4ccc(cc4)C(=O)NC(CCC(=O)O)C(=O)O,3TZ,"n-[(4-{[(2-amino-4-oxo-3,4-dihydro[1]benzothieno[2,3-d]pyrimidin-5-yl)methyl]amino}phenyl)carbonyl]-l-glutamic acid",True,Nc1nc2sc3cccc(CNc4ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,Nc1nc2sc3cccc(CNc4ccc(C(=O)NC(C=O)CCC(=O)O)cc4)c3c2c(=O)[nH]1
c1c(nnn1C2CC(NC2)C(=O)O)CCC(=O)O,3V8,"(4s)-4-[4-(2-carboxyethyl)-1h-1,2,3-triazol-1-yl]-l-proline",True,O=C(O)CCc1cn(C2CNC(C(=O)O)C2)nn1,O=CC1CC(n2cc(CCC(=O)O)nn2)CN1
CC(C)(C(=O)O)NC,3WS,"n,2-dimethyl-l-alanine",True,CNC(C)(C)C(=O)O,CNC(C)(C)C=O
CC1(CCCN1)C(=O)O,3WX,2-methyl-l-proline,True,CC1(C(=O)O)CCCN1,CC1(C=O)CCCN1
CC1(C=C(C(N1O)(C)C)CSSCC(C(=O)O)N)C,3X9,"3-{[(1-hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1h-pyrrol-3-yl)methyl]disulfanyl}-l-alanine",True,CC1(C)C=C(CSSCC(N)C(=O)O)C(C)(C)N1O,CC1(C)C=C(CSSCC(N)C=O)C(C)(C)N1O
COc1cc(ccc1O)CC(C(=O)O)N,3YM,3-methoxy-l-tyrosine,True,COc1cc(CC(N)C(=O)O)ccc1O,COc1cc(CC(N)C=O)ccc1O
c1ccc(cc1)CCCCCCCCN2CN(C=C2CC(C(=O)O)N)CCCCCCCCCCC(=O)O,3ZH,"11-{4-[(2s)-2-amino-2-carboxyethyl]-3-(8-phenyloctyl)-2,3-dihydro-1h-imidazol-1-yl}undecanoic acid",True,NC(CC1=CN(CCCCCCCCCCC(=O)O)CN1CCCCCCCCc1ccccc1)C(=O)O,NC(C=O)CC1=CN(CCCCCCCCCCC(=O)O)CN1CCCCCCCCc1ccccc1
CC(CN(CC(=O)O)C(=O)Cn1cnc2c1ncnc2N)N,40A,n-[(2s)-2-aminopropyl]-n-[(6-amino-9h-purin-9-yl)acetyl]glycine,True,CC(N)CN(CC(=O)O)C(=O)Cn1cnc2c(N)ncnc21,CC(N)CN(CC=O)C(=O)Cn1cnc2c(N)ncnc21
CC(CN(CC(=O)O)C(=O)CN1C=CC(=NC1=O)N)N,40C,n-[(4-amino-2-oxopyrimidin-1(2h)-yl)acetyl]-n-[(2s)-2-aminopropyl]glycine,True,CC(N)CN(CC(=O)O)C(=O)Cn1ccc(N)nc1=O,CC(N)CN(CC=O)C(=O)Cn1ccc(N)nc1=O
CC(CN(CC(=O)O)C(=O)Cn1cnc2c1N=C(NC2=O)N)N,40G,"n-[(2-amino-6-oxo-1,6-dihydro-9h-purin-9-yl)acetyl]-n-[(2s)-2-aminopropyl]glycine",True,CC(N)CN(CC(=O)O)C(=O)Cn1cnc2c(=O)[nH]c(N)nc21,CC(N)CN(CC=O)C(=O)Cn1cnc2c(=O)[nH]c(N)nc21
CC1=CN(C(=O)NC1=O)CC(=O)N(CC(C)N)CC(=O)O,40T,"n-[(2s)-2-aminopropyl]-n-[(5-methyl-2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl)acetyl]glycine",True,Cc1cn(CC(=O)N(CC(=O)O)CC(C)N)c(=O)[nH]c1=O,Cc1cn(CC(=O)N(CC=O)CC(C)N)c(=O)[nH]c1=O
CC(c1ccccc1)C(C(=O)O)N,41H,(betas)-beta-methyl-l-phenylalanine,True,CC(c1ccccc1)C(N)C(=O)O,CC(c1ccccc1)C(N)C=O
C(C(C(=O)O)N)C(=N)O,41Q,4-imino-l-homoserine,True,N=C(O)CC(N)C(=O)O,N=C(O)CC(N)C=O
CCC(=O)OCC(C(=O)O)N,42Y,o-propanoyl-l-serine,True,CCC(=O)OCC(N)C(=O)O,CCC(=O)OCC(N)C=O
CCCC(=O)OCC(C(=O)O)N,432,o-butanoyl-l-serine,True,CCCC(=O)OCC(N)C(=O)O,CCCC(=O)OCC(N)C=O
C#CCOC1CC(NC1)C(=O)O,45F,(4s)-4-(prop-2-yn-1-yloxy)-l-proline,True,C#CCOC1CNC(C(=O)O)C1,C#CCOC1CNC(C=O)C1
C#COC1CC(NC1)C(=O)O,45W,(4s)-4-(ethynyloxy)-d-proline,True,C#COC1CNC(C(=O)O)C1,C#COC1CNC(C=O)C1
CC(=O)c1ccc(cc1)CC(C(=O)O)N,4AF,4-acetyl-l-phenylalanine,True,CC(=O)c1ccc(CC(N)C(=O)O)cc1,CC(=O)c1ccc(CC(N)C=O)cc1
C(CCNS(=O)(=O)O)CC(C(=O)O)N,4AK,n~6~-sulfo-l-lysine,True,NC(CCCCNS(=O)(=O)O)C(=O)O,NC(C=O)CCCCNS(=O)(=O)O
c1cc2c(c(c[nH]2)CC(C(=O)O)N)nc1,4AW,4-azatryptophan,True,NC(Cc1c[nH]c2cccnc12)C(=O)O,NC(C=O)Cc1c[nH]c2cccnc12
c1cc(ccc1CC(C(=O)O)N)Br,4BF,4-bromo-l-phenylalanine,True,NC(Cc1ccc(Br)cc1)C(=O)O,NC(C=O)Cc1ccc(Br)cc1
c1cc(ccc1CC(C(=O)O)N)C#N,4CF,4-cyano-l-phenylalanine,True,N#Cc1ccc(CC(N)C(=O)O)cc1,N#Cc1ccc(CC(N)C=O)cc1
CC1=NC(CCN1)C(=O)O,4CS,"(4s)-2-methyl-1,4,5,6-tetrahydropyrimidine-4-carboxylic acid",True,CC1=NC(C(=O)O)CCN1,CC1=NC(C=O)CCN1
C(CSC#N)C(C(=O)O)N,4CY,nitrilo-l-methionine,True,N#CSCCC(N)C(=O)O,N#CSCCC(N)C=O
C(CNC(=N)N)C(C(C(=O)O)N)O,4D4,"(2s,3r)-2-azanyl-5-carbamimidamido-3-oxidanyl-pentanoic acid",True,N=C(N)NCCC(O)C(N)C(=O)O,N=C(N)NCCC(O)C(N)C=O
CN(C)c1ccc2c(c1)C(=O)N(C2=O)CCC(C(=O)O)N,4DB,"(2s)-2-amino-4-[5-(dimethylamino)-1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl]butanoic acid",True,CN(C)c1ccc2c(c1)C(=O)N(CCC(N)C(=O)O)C2=O,CN(C)c1ccc2c(c1)C(=O)N(CCC(N)C=O)C2=O
CN(C)c1ccc2c(c1)C(=O)N(C2=O)CC(C(=O)O)N,4DP,"3-[5-(dimethylamino)-1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl]-l-alanine",True,CN(C)c1ccc2c(c1)C(=O)N(CC(N)C(=O)O)C2=O,CN(C)c1ccc2c(c1)C(=O)N(CC(N)C=O)C2=O
c1c(cc(cc1C(=O)O)O)C2CCNC2C(=O)O,4E5,(3r)-3-(3-carboxy-5-hydroxyphenyl)-l-proline,True,O=C(O)c1cc(O)cc(C2CCNC2C(=O)O)c1,O=CC1NCCC1c1cc(O)cc(C(=O)O)c1
CCCC1CNC(C1c2cccc(c2)C(=O)O)C(=O)O,4E7,"(3r,4s)-3-(3-carboxyphenyl)-4-propyl-l-proline",True,CCCC1CNC(C(=O)O)C1c1cccc(C(=O)O)c1,CCCC1CNC(C=O)C1c1cccc(C(=O)O)c1
C1C(CNC1C(=O)O)F,4FB,(4s)-4-fluoro-l-proline,True,O=C(O)C1CC(F)CN1,O=CC1CC(F)CN1
C(CN)C(C(=O)O)N,4FO,"(2r)-2,4-diaminobutanoic acid",True,NCCC(N)C(=O)O,NCCC(N)C=O
c1cc2c(c(c1)F)c(c[nH]2)CC(C(=O)O)N,4FW,4-fluorotryptophane,True,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,NC(C=O)Cc1c[nH]c2cccc(F)c12
c1cnccc1SSCC(C(=O)O)N,4GJ,3-(pyridin-4-yldisulfanyl)-l-alanine,True,NC(CSSc1ccncc1)C(=O)O,NC(C=O)CSSc1ccncc1
CC(C)(COP(=O)(O)OCC(C(=O)O)N)C(C(=O)NCCC(=O)NCCS)O,4HH,4'-phosphopanthetheine-serine,True,CC(C)(COP(=O)(O)OCC(N)C(=O)O)C(O)C(=O)NCCC(=O)NCCS,CC(C)(COP(=O)(O)OCC(N)C=O)C(O)C(=O)NCCC(=O)NCCS
CC(C)(COP(=O)(O)OCC(C(=O)O)N)C(C(=O)NCCC(=O)NCCSC(=O)c1ccccc1O)O,4HJ,"o-[(r)-hydroxy{[(3r)-3-hydroxy-4-{[3-({2-[(2-hydroxybenzoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl]oxy}phosphoryl]-l-serine",True,CC(C)(COP(=O)(O)OCC(N)C(=O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1O,CC(C)(COP(=O)(O)OCC(N)C=O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1O
c1cc(ccc1CN[NH+]=C2C=C(C(=O)C=C2[O-])CC(C(=O)O)N)O,4HL,"(6e)-4-[(2s)-2-amino-2-carboxyethyl]-6-[2-(4-hydroxybenzyl)hydraziniumylidene]-3-oxocyclohexa-1,4-dien-1-olate",True,NC(CC1=CC(=NNCc2ccc(O)cc2)C(O)=CC1=O)C(=O)O,NC(C=O)CC1=CC(=NNCc2ccc(O)cc2)C(O)=CC1=O
c1cc2c(c(c1)O)c(c[nH]2)CC(C(=O)O)N,4HT,4-hydroxytryptophan,True,NC(Cc1c[nH]c2cccc(O)c12)C(=O)O,NC(C=O)Cc1c[nH]c2cccc(O)c12
c1cc(ccc1CC(C(=O)O)N)N=[N+]=[N-],4II,(2~{s})-2-azanyl-3-(4-azidophenyl)propanoic acid,True,[N-]=[N+]=Nc1ccc(CC(N)C(=O)O)cc1,[N-]=[N+]=Nc1ccc(CC(N)C=O)cc1
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CC(CCC(C(=O)O)N)CN)O)O)N,4IK,"(2s,5s)-2,6-diamino-5-{[(2r,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}hexanoic acid",True,NCC(CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,NCC(CCC(N)C=O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
c1cc(c2c(c1)[nH]cc2CC(C(=O)O)N)N,4IN,4-amino-l-tryptophan,True,Nc1cccc2[nH]cc(CC(N)C(=O)O)c12,Nc1cccc2[nH]cc(CC(N)C=O)c12
c1ccc2cc(ccc2c1)CC(C(=O)O)N,4J2,(2r)-2-amino-3-(naphthalen-2-yl)propanoic acid,True,NC(Cc1ccc2ccccc2c1)C(=O)O,NC(C=O)Cc1ccc2ccccc2c1
c1cc(ccc1CNC(=O)CSCC(C(=O)O)N)c2ccc(cc2F)F,4J4,"s-(2-{[(2',4'-difluorobiphenyl-4-yl)methyl]amino}-2-oxoethyl)-l-cysteine",True,NC(CSCC(=O)NCc1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,NC(C=O)CSCC(=O)NCc1ccc(-c2ccc(F)cc2F)cc1
C(CNC(=[NH2+])N)C(C(=O)O)N,4J5,amino{[(3s)-3-amino-3-carboxypropyl]amino}methaniminium,True,N=C(N)NCCC(N)C(=O)O,N=C(N)NCCC(N)C=O
CC(=O)N1CC(CC1C(=O)O)OCCCCCCC=C,4KY,(4r)-1-acetyl-4-(oct-7-en-1-yloxy)-l-proline,True,C=CCCCCCCOC1CC(C(=O)O)N(C(C)=O)C1,C=CCCCCCCOC1CC(C=O)N(C(C)=O)C1
CCCCCCOC1CC(N(C1)C(=O)C)C(=O)O,4L0,(4r)-1-acetyl-4-(hexyloxy)-l-proline,True,CCCCCCOC1CC(C(=O)O)N(C(C)=O)C1,CCCCCCOC1CC(C=O)N(C(C)=O)C1
c1cc(ccc1CC(C(=O)O)N)OCCN=[N+]=N,4LZ,"o-[2-(triaza-1,2-dien-2-ium-1-yl)ethyl]-l-tyrosine",True,N=[N+]=NCCOc1ccc(CC(N)C(=O)O)cc1,N=[N+]=NCCOc1ccc(CC(N)C=O)cc1
COP(=O)(CCC(C(=O)O)N)O,4M8,(2s)-2-amino-4-[(s)-hydroxy(methoxy)phosphoryl]butanoic acid,True,COP(=O)(O)CCC(N)C(=O)O,COP(=O)(O)CCC(N)C=O
C[N+](C)(C)C(CCSC)C(=O)O,4MM,"n,n,n-trimethylmethionine",True,CSCCC(C(=O)O)[N+](C)(C)C,CSCCC(C=O)[N+](C)(C)C
CCCCCCCC(=O)NC(C(C)C)C(=O)O,4N3,n-octanoyl-d-valine,True,CCCCCCCC(=O)NC(C(=O)O)C(C)C,CCCCCCCC(=O)NC(C=O)C(C)C
c1cc(ccc1CNC(=S)N2CCCC2C(=O)O)C#N,4N9,1-[(4-cyanobenzyl)carbamothioyl]-l-proline,True,N#Cc1ccc(CNC(=S)N2CCCC2C(=O)O)cc1,N#Cc1ccc(CNC(=S)N2CCCC2C=O)cc1
c1ccc2c(c1)c(cs2)CC(C(=O)O)N,4OG,3-(1-benzothiophen-3-yl)-l-alanine,True,NC(Cc1csc2ccccc12)C(=O)O,NC(C=O)Cc1csc2ccccc12
c1cc(ccc1CC(C(=O)O)N)N=[N+]=N,4OO,"4-triaza-1,2-dien-2-ium-1-yl-l-phenylalanine",True,N=[N+]=Nc1ccc(CC(N)C(=O)O)cc1,N=[N+]=Nc1ccc(CC(N)C=O)cc1
C[N+]1(CC(CC1C(=O)O)O)C,4OP,"(2s,4s)-2-carboxy-4-hydroxy-1,1-dimethylpyrrolidinium",True,C[N+]1(C)CC(O)CC1C(=O)O,C[N+]1(C)CC(O)CC1C=O
C=CC(=O)Nc1ccc(cc1)CC(C(=O)O)N,4OU,4-(acryloylamino)-l-phenylalanine,True,C=CC(=O)Nc1ccc(CC(N)C(=O)O)cc1,C=CC(=O)Nc1ccc(CC(N)C=O)cc1
Cc1ccc(cc1)CC(C(=O)O)N,4PH,4-methyl-l-phenylalanine,True,Cc1ccc(CC(N)C(=O)O)cc1,Cc1ccc(CC(N)C=O)cc1
c1cc2c(cc1O)c(c[nH]2)CC(C(=O)O)N,4PQ,5-hydroxy-l-tryptophan,True,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,NC(C=O)Cc1c[nH]c2ccc(O)cc12
c1c(nnn1CCCCC(C(=O)O)N)CCN,4QK,"6-[4-(2-aminoethyl)-1h-1,2,3-triazol-1-yl]-l-norleucine",True,NCCc1cn(CCCCC(N)C(=O)O)nn1,NCCc1cn(CCCCC(N)C=O)nn1
CC(C)(c1ccccc1)C(C(=O)O)NC,4SJ,"n,beta,beta-trimethyl-l-phenylalanine",True,CNC(C(=O)O)C(C)(C)c1ccccc1,CNC(C=O)C(C)(C)c1ccccc1
C(C(C(C(=O)O)N)O)OP(=O)(O)O,4TP,4-hydroxy-l-threonine-5-monophosphate,True,NC(C(=O)O)C(O)COP(=O)(O)O,NC(C=O)C(O)COP(=O)(O)O
C1C=C(C=CN=C1)CC(C(=O)O)N,4V0,3-(3h-azepin-5-yl)-l-alanine,True,NC(CC1=CCC=NC=C1)C(=O)O,NC(C=O)CC1=CCC=NC=C1
CC(C)(C)CCCCC(C(=O)O)N,4WQ,"(2s)-2-amino-7,7-dimethyloctanoic acid",True,CC(C)(C)CCCCC(N)C(=O)O,CC(C)(C)CCCCC(N)C=O
c1c(c(c(c(c1F)CC(C(=O)O)N)F)F)O,51T,"2,3,6-trifluoro-l-tyrosine",True,NC(Cc1c(F)cc(O)c(F)c1F)C(=O)O,NC(C=O)Cc1c(F)cc(O)c(F)c1F
